suite,query_name,mode,disable_zonemap,disable_segment_zonemap,disable_sketch,disable_rabit,runs,avg_total_time_s,avg_row_groups_pruned_by_zonemap,avg_segments_pruned_by_zonemap,avg_segments_pruned_by_sketch,avg_segments_pruned_by_rabit,avg_vectors_processed
ndv_selectivity,high_10_pct,rowgroup_plus_rabit,false,true,true,false,10,0.004520,65.000000,0.000000,0.000000,522.000000,498.000000
ndv_selectivity,high_1_pct,rowgroup_plus_rabit,false,true,true,false,10,0.000930,71.000000,0.000000,0.000000,601.000000,59.000000
ndv_selectivity,high_20_pct,rowgroup_plus_rabit,false,true,true,false,10,0.008450,57.000000,0.000000,0.000000,514.000000,986.000000
ndv_selectivity,high_50_pct,rowgroup_plus_rabit,false,true,true,false,10,0.020580,31.000000,0.000000,0.000000,609.000000,2451.000000
ndv_selectivity,high_5_pct,rowgroup_plus_rabit,false,true,true,false,10,0.002530,69.000000,0.000000,0.000000,527.000000,253.000000
ndv_selectivity,high_90_pct,rowgroup_plus_rabit,false,true,true,false,10,0.036570,1.000000,0.000000,0.000000,456.000000,4404.000000
ndv_selectivity,low_10_pct,rowgroup_plus_rabit,false,true,true,false,10,0.032200,0.000000,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,low_1_pct,rowgroup_plus_rabit,false,true,true,false,10,0.036400,0.000000,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,low_20_pct,rowgroup_plus_rabit,false,true,true,false,10,0.044140,0.000000,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,low_50_pct,rowgroup_plus_rabit,false,true,true,false,10,0.041630,0.000000,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,low_5_pct,rowgroup_plus_rabit,false,true,true,false,10,0.030620,0.000000,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,low_90_pct,rowgroup_plus_rabit,false,true,true,false,10,0.054560,0.000000,0.000000,0.000000,0.000000,4883.000000
ndv_selectivity,medium_10_pct,rowgroup_plus_rabit,false,true,true,false,10,0.014450,0.000000,0.000000,0.000000,3399.000000,1485.000000
ndv_selectivity,medium_1_pct,rowgroup_plus_rabit,false,true,true,false,10,0.009410,0.000000,0.000000,0.000000,3836.000000,1048.000000
ndv_selectivity,medium_20_pct,rowgroup_plus_rabit,false,true,true,false,10,0.017680,0.000000,0.000000,0.000000,2915.000000,1969.000000
ndv_selectivity,medium_50_pct,rowgroup_plus_rabit,false,true,true,false,10,0.029360,0.000000,0.000000,0.000000,1446.000000,3438.000000
ndv_selectivity,medium_5_pct,rowgroup_plus_rabit,false,true,true,false,10,0.012750,0.000000,0.000000,0.000000,3641.000000,1243.000000
ndv_selectivity,medium_90_pct,rowgroup_plus_rabit,false,true,true,false,10,0.040980,0.000000,0.000000,0.000000,0.000000,4883.000000
